,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,antecedent_len
923,frozenset({'902513'}),frozenset({'902453'}),0.0172,0.025,0.0011,0.0653,2.6145,0.0007,1.0431,1
924,frozenset({'902513'}),frozenset({'902442'}),0.0172,0.0281,0.0011,0.0611,2.1724,0.0006,1.0351,1
925,frozenset({'902442'}),frozenset({'902513'}),0.0281,0.0172,0.0011,0.0374,2.1724,0.0006,1.021,1
926,frozenset({'902513'}),frozenset({'902529'}),0.0172,0.0173,0.0045,0.2611,15.0782,0.0042,1.3299,1
927,frozenset({'902529'}),frozenset({'902513'}),0.0173,0.0172,0.0045,0.2596,15.0782,0.0042,1.3273,1
928,frozenset({'901059'}),frozenset({'901065'}),0.0084,0.0227,0.003,0.3608,15.8729,0.0028,1.529,1
929,frozenset({'901065'}),frozenset({'901059'}),0.0227,0.0084,0.003,0.1331,15.8729,0.0028,1.1438,1
930,frozenset({'901070'}),frozenset({'901059'}),0.021,0.0084,0.0033,0.1593,19.0051,0.0032,1.1796,1
931,frozenset({'901059'}),frozenset({'901070'}),0.0084,0.021,0.0033,0.3986,19.0051,0.0032,1.628,1
932,frozenset({'911090'}),frozenset({'901059'}),0.0144,0.0084,0.0017,0.1196,14.27,0.0016,1.1264,1
933,frozenset({'901059'}),frozenset({'911090'}),0.0084,0.0144,0.0017,0.2062,14.27,0.0016,1.2415,1
934,frozenset({'901059'}),frozenset({'901063'}),0.0084,0.0155,0.0025,0.3041,19.6568,0.0024,1.4148,1
935,frozenset({'901063'}),frozenset({'901059'}),0.0155,0.0084,0.0025,0.1648,19.6568,0.0024,1.1873,1
936,frozenset({'901064'}),frozenset({'901059'}),0.0188,0.0084,0.0023,0.1217,14.521,0.0021,1.1291,1
937,frozenset({'901059'}),frozenset({'901064'}),0.0084,0.0188,0.0023,0.2732,14.521,0.0021,1.35,1
938,"frozenset({'901070', '901059'})",frozenset({'901065'}),0.0033,0.0227,0.0018,0.5431,23.8914,0.0017,2.1389,2
939,"frozenset({'901059', '901065'})",frozenset({'901070'}),0.003,0.021,0.0018,0.6,28.6059,0.0018,2.4476,2
940,"frozenset({'901070', '901065'})",frozenset({'901059'}),0.0076,0.0084,0.0018,0.24,28.6256,0.0018,1.3048,2
941,frozenset({'901059'}),"frozenset({'901070', '901065'})",0.0084,0.0076,0.0018,0.2165,28.6256,0.0018,1.2667,1
942,frozenset({'901070'}),"frozenset({'901059', '901065'})",0.021,0.003,0.0018,0.0865,28.6059,0.0018,1.0914,1
943,frozenset({'901065'}),"frozenset({'901070', '901059'})",0.0227,0.0033,0.0018,0.0798,23.8914,0.0017,1.0831,1
944,"frozenset({'901059', '901065'})",frozenset({'911090'}),0.003,0.0144,0.0011,0.3762,26.0359,0.0011,1.5799,2
945,"frozenset({'911090', '901059'})",frozenset({'901065'}),0.0017,0.0227,0.0011,0.6583,28.9604,0.0011,2.8603,2
946,"frozenset({'911090', '901065'})",frozenset({'901059'}),0.0052,0.0084,0.0011,0.2201,26.2467,0.0011,1.2714,2
947,frozenset({'901059'}),"frozenset({'911090', '901065'})",0.0084,0.0052,0.0011,0.1357,26.2467,0.0011,1.1511,1
948,frozenset({'901065'}),"frozenset({'911090', '901059'})",0.0227,0.0017,0.0011,0.0501,28.9604,0.0011,1.0509,1
949,frozenset({'911090'}),"frozenset({'901059', '901065'})",0.0144,0.003,0.0011,0.0788,26.0359,0.0011,1.0822,1
950,"frozenset({'901059', '901065'})",frozenset({'901063'}),0.003,0.0155,0.0016,0.5143,33.2404,0.0015,2.027,2
951,"frozenset({'901059', '901063'})",frozenset({'901065'}),0.0025,0.0227,0.0016,0.6102,26.8417,0.0015,2.5069,2
952,"frozenset({'901065', '901063'})",frozenset({'901059'}),0.0073,0.0084,0.0016,0.213,25.4073,0.0015,1.26,2
953,frozenset({'901059'}),"frozenset({'901065', '901063'})",0.0084,0.0073,0.0016,0.1856,25.4073,0.0015,1.2189,1
954,frozenset({'901065'}),"frozenset({'901059', '901063'})",0.0227,0.0025,0.0016,0.0684,26.8417,0.0015,1.0707,1
955,frozenset({'901063'}),"frozenset({'901059', '901065'})",0.0155,0.003,0.0016,0.1006,33.2404,0.0015,1.1084,1
956,"frozenset({'901070', '901059'})",frozenset({'901063'}),0.0033,0.0155,0.0014,0.431,27.8595,0.0014,1.7304,2
957,"frozenset({'901070', '901063'})",frozenset({'901059'}),0.0058,0.0084,0.0014,0.2475,29.5231,0.0014,1.3178,2
958,"frozenset({'901059', '901063'})",frozenset({'901070'}),0.0025,0.021,0.0014,0.565,26.9359,0.0014,2.2505,2
959,frozenset({'901070'}),"frozenset({'901059', '901063'})",0.021,0.0025,0.0014,0.0687,26.9359,0.0014,1.071,1
960,frozenset({'901059'}),"frozenset({'901070', '901063'})",0.0084,0.0058,0.0014,0.1718,29.5231,0.0014,1.2004,1
961,frozenset({'901063'}),"frozenset({'901070', '901059'})",0.0155,0.0033,0.0014,0.0931,27.8595,0.0014,1.099,1
962,"frozenset({'901070', '901059', '901065'})",frozenset({'901063'}),0.0018,0.0155,0.001,0.5635,36.4208,0.001,2.2555,3
963,"frozenset({'901070', '901059', '901063'})",frozenset({'901065'}),0.0014,0.0227,0.001,0.71,31.2333,0.001,3.3699,3
964,"frozenset({'901059', '901065', '901063'})",frozenset({'901070'}),0.0016,0.021,0.001,0.6574,31.3429,0.001,2.8577,3
965,"frozenset({'901070', '901065', '901063'})",frozenset({'901059'}),0.0036,0.0084,0.001,0.2874,34.285,0.001,1.3916,3
966,"frozenset({'901070', '901059'})","frozenset({'901065', '901063'})",0.0033,0.0073,0.001,0.306,41.9014,0.001,1.4305,2
967,"frozenset({'901059', '901065'})","frozenset({'901070', '901063'})",0.003,0.0058,0.001,0.3381,58.093,0.001,1.502,2
968,"frozenset({'901059', '901063'})","frozenset({'901070', '901065'})",0.0025,0.0076,0.001,0.4011,53.0385,0.001,1.6572,2
969,"frozenset({'901070', '901065'})","frozenset({'901059', '901063'})",0.0076,0.0025,0.001,0.1352,53.0385,0.001,1.1534,2
970,"frozenset({'901070', '901063'})","frozenset({'901059', '901065'})",0.0058,0.003,0.001,0.1757,58.093,0.001,1.2095,2
971,"frozenset({'901065', '901063'})","frozenset({'901070', '901059'})",0.0073,0.0033,0.001,0.14,41.9014,0.001,1.159,2
972,frozenset({'901059'}),"frozenset({'901070', '901065', '901063'})",0.0084,0.0036,0.001,0.122,34.285,0.001,1.1349,1
973,frozenset({'901070'}),"frozenset({'901059', '901065', '901063'})",0.021,0.0016,0.001,0.0488,31.3429,0.001,1.0496,1
974,frozenset({'901065'}),"frozenset({'901070', '901059', '901063'})",0.0227,0.0014,0.001,0.045,31.2333,0.001,1.0456,1
975,frozenset({'901063'}),"frozenset({'901070', '901059', '901065'})",0.0155,0.0018,0.001,0.0661,36.4208,0.001,1.0688,1
976,"frozenset({'901064', '901059'})",frozenset({'901065'}),0.0023,0.0227,0.0014,0.6164,27.1136,0.0014,2.5473,2
977,"frozenset({'901059', '901065'})",frozenset({'901064'}),0.003,0.0188,0.0014,0.4667,24.8044,0.0014,1.8397,2
978,"frozenset({'901064', '901065'})",frozenset({'901059'}),0.0082,0.0084,0.0014,0.1719,20.5066,0.0013,1.1975,2
979,frozenset({'901059'}),"frozenset({'901064', '901065'})",0.0084,0.0082,0.0014,0.1684,20.5066,0.0013,1.1926,1
980,frozenset({'901064'}),"frozenset({'901059', '901065'})",0.0188,0.003,0.0014,0.075,24.8044,0.0014,1.0779,1
981,frozenset({'901065'}),"frozenset({'901064', '901059'})",0.0227,0.0023,0.0014,0.0621,27.1136,0.0014,1.0638,1
982,"frozenset({'901064', '901059'})",frozenset({'901063'}),0.0023,0.0155,0.0014,0.5975,38.6178,0.0013,2.4459,2
983,"frozenset({'901064', '901063'})",frozenset({'901059'}),0.0071,0.0084,0.0014,0.1915,22.8447,0.0013,1.2265,2
984,"frozenset({'901059', '901063'})",frozenset({'901064'}),0.0025,0.0188,0.0014,0.5367,28.5281,0.0013,2.1179,2
985,frozenset({'901064'}),"frozenset({'901059', '901063'})",0.0188,0.0025,0.0014,0.0727,28.5281,0.0013,1.0757,1
986,frozenset({'901059'}),"frozenset({'901064', '901063'})",0.0084,0.0071,0.0014,0.1632,22.8447,0.0013,1.1865,1
987,frozenset({'901063'}),"frozenset({'901064', '901059'})",0.0155,0.0023,0.0014,0.0885,38.6178,0.0013,1.0945,1
988,"frozenset({'901064', '901070'})",frozenset({'901059'}),0.0065,0.0084,0.0014,0.2094,24.9703,0.0013,1.2542,2
989,"frozenset({'901064', '901059'})",frozenset({'901070'}),0.0023,0.021,0.0014,0.5912,28.1861,0.0013,2.3948,2
990,"frozenset({'901070', '901059'})",frozenset({'901064'}),0.0033,0.0188,0.0014,0.4052,21.5359,0.0013,1.6495,2
991,frozenset({'901064'}),"frozenset({'901070', '901059'})",0.0188,0.0033,0.0014,0.072,21.5359,0.0013,1.074,1
992,frozenset({'901070'}),"frozenset({'901064', '901059'})",0.021,0.0023,0.0014,0.0646,28.1861,0.0013,1.0666,1
993,frozenset({'901059'}),"frozenset({'901064', '901070'})",0.0084,0.0065,0.0014,0.1615,24.9703,0.0013,1.1849,1
994,frozenset({'901065'}),frozenset({'901067'}),0.0227,0.0039,0.0016,0.0722,18.5052,0.0016,1.0737,1
995,frozenset({'901067'}),frozenset({'901065'}),0.0039,0.0227,0.0016,0.4207,18.5052,0.0016,1.6869,1
996,frozenset({'901068'}),frozenset({'901067'}),0.0078,0.0039,0.0021,0.2658,68.0848,0.002,1.3567,1
997,frozenset({'901067'}),frozenset({'901068'}),0.0039,0.0078,0.0021,0.5277,68.0848,0.002,2.1008,1
998,frozenset({'901067'}),frozenset({'901063'}),0.0039,0.0155,0.0013,0.3432,22.1807,0.0013,1.4989,1
999,frozenset({'901063'}),frozenset({'901067'}),0.0155,0.0039,0.0013,0.0866,22.1807,0.0013,1.0905,1
1000,frozenset({'901064'}),frozenset({'901067'}),0.0188,0.0039,0.0012,0.0658,16.8675,0.0012,1.0663,1
1001,frozenset({'901067'}),frozenset({'901064'}),0.0039,0.0188,0.0012,0.3173,16.8675,0.0012,1.4373,1
1002,frozenset({'901067'}),frozenset({'901069'}),0.0039,0.0073,0.0019,0.4797,66.0708,0.0018,1.908,1
1003,frozenset({'901069'}),frozenset({'901067'}),0.0073,0.0039,0.0019,0.2579,66.0708,0.0018,1.3423,1
1004,frozenset({'901070'}),frozenset({'901067'}),0.021,0.0039,0.0013,0.0611,15.6576,0.0012,1.0609,1
1005,frozenset({'901067'}),frozenset({'901070'}),0.0039,0.021,0.0013,0.3284,15.6576,0.0012,1.4578,1
1006,frozenset({'911090'}),frozenset({'901067'}),0.0144,0.0039,0.0011,0.0758,19.4093,0.001,1.0778,1
1007,frozenset({'901067'}),frozenset({'911090'}),0.0039,0.0144,0.0011,0.2804,19.4093,0.001,1.3697,1
1008,frozenset({'901066'}),frozenset({'901067'}),0.0066,0.0039,0.0012,0.1848,47.3323,0.0012,1.2219,1
1009,frozenset({'901067'}),frozenset({'901066'}),0.0039,0.0066,0.0012,0.3137,47.3323,0.0012,1.4473,1
1010,"frozenset({'901067', '901068'})",frozenset({'901069'}),0.0021,0.0073,0.0013,0.6503,89.5741,0.0013,2.8392,2
1011,"frozenset({'901068', '901069'})",frozenset({'901067'}),0.0032,0.0039,0.0013,0.417,106.8254,0.0013,1.7087,2
1012,"frozenset({'901067', '901069'})",frozenset({'901068'}),0.0019,0.0078,0.0013,0.7154,92.3046,0.0013,3.4863,2
1013,frozenset({'901068'}),"frozenset({'901067', '901069'})",0.0078,0.0019,0.0013,0.1729,92.3046,0.0013,1.2067,1
1014,frozenset({'901067'}),"frozenset({'901068', '901069'})",0.0039,0.0032,0.0013,0.3432,106.8254,0.0013,1.5176,1
1015,frozenset({'901069'}),"frozenset({'901067', '901068'})",0.0073,0.0021,0.0013,0.1845,89.5741,0.0013,1.2238,1
1016,frozenset({'900510'}),frozenset({'903133'}),0.0432,0.0189,0.0019,0.044,2.3237,0.0011,1.0262,1
1017,frozenset({'903133'}),frozenset({'900510'}),0.0189,0.0432,0.0019,0.1005,2.3237,0.0011,1.0636,1
1018,frozenset({'908059'}),frozenset({'903133'}),0.0287,0.0189,0.0022,0.0774,4.0903,0.0017,1.0634,1
1019,frozenset({'903133'}),frozenset({'908059'}),0.0189,0.0287,0.0022,0.1172,4.0903,0.0017,1.1003,1
1020,frozenset({'912467'}),frozenset({'903133'}),0.024,0.0189,0.0046,0.191,10.0898,0.0041,1.2127,1
1021,frozenset({'903133'}),frozenset({'912467'}),0.0189,0.024,0.0046,0.242,10.0898,0.0041,1.2876,1
1022,frozenset({'903133'}),frozenset({'903136'}),0.0189,0.0197,0.0037,0.1933,9.816,0.0033,1.2152,1
1023,frozenset({'903136'}),frozenset({'903133'}),0.0197,0.0189,0.0037,0.1858,9.816,0.0033,1.205,1
1024,frozenset({'900349'}),frozenset({'903133'}),0.0343,0.0189,0.0017,0.0508,2.6858,0.0011,1.0336,1
1025,frozenset({'903133'}),frozenset({'900349'}),0.0189,0.0343,0.0017,0.0921,2.6858,0.0011,1.0637,1
1026,frozenset({'903133'}),frozenset({'902129'}),0.0189,0.0198,0.0011,0.0563,2.8411,0.0007,1.0387,1
1027,frozenset({'902129'}),frozenset({'903133'}),0.0198,0.0189,0.0011,0.0538,2.8411,0.0007,1.0368,1
1028,frozenset({'900356'}),frozenset({'903133'}),0.0194,0.0189,0.001,0.0535,2.8259,0.0007,1.0365,1
1029,frozenset({'903133'}),frozenset({'900356'}),0.0189,0.0194,0.001,0.0548,2.8259,0.0007,1.0375,1
1030,frozenset({'903133'}),frozenset({'900340'}),0.0189,0.021,0.0016,0.0845,4.0302,0.0012,1.0694,1
1031,frozenset({'900340'}),frozenset({'903133'}),0.021,0.0189,0.0016,0.0763,4.0302,0.0012,1.0621,1
1032,frozenset({'900120'}),frozenset({'903133'}),0.0204,0.0189,0.0012,0.0592,3.1295,0.0008,1.0428,1
1033,frozenset({'903133'}),frozenset({'900120'}),0.0189,0.0204,0.0012,0.0639,3.1295,0.0008,1.0465,1
1034,frozenset({'903133'}),frozenset({'901869'}),0.0189,0.0284,0.0014,0.0723,2.545,0.0008,1.0473,1
1035,frozenset({'901869'}),frozenset({'903133'}),0.0284,0.0189,0.0014,0.0482,2.545,0.0008,1.0307,1
1036,frozenset({'903133'}),frozenset({'900061'}),0.0189,0.0306,0.0012,0.0639,2.0883,0.0006,1.0356,1
1037,frozenset({'900061'}),frozenset({'903133'}),0.0306,0.0189,0.0012,0.0395,2.0883,0.0006,1.0214,1
1038,frozenset({'901728'}),frozenset({'903133'}),0.0233,0.0189,0.0019,0.0817,4.3152,0.0015,1.0683,1
1039,frozenset({'903133'}),frozenset({'901728'}),0.0189,0.0233,0.0019,0.1005,4.3152,0.0015,1.0858,1
1040,frozenset({'903133'}),frozenset({'900116'}),0.0189,0.0261,0.0018,0.0936,3.5821,0.0013,1.0744,1
1041,frozenset({'900116'}),frozenset({'903133'}),0.0261,0.0189,0.0018,0.0678,3.5821,0.0013,1.0524,1
1042,frozenset({'903133'}),frozenset({'902133'}),0.0189,0.0238,0.0013,0.07,2.9367,0.0009,1.0497,1
1043,frozenset({'902133'}),frozenset({'903133'}),0.0238,0.0189,0.0013,0.0556,2.9367,0.0009,1.0388,1
1044,"frozenset({'912467', '903133'})",frozenset({'903136'}),0.0046,0.0197,0.0015,0.3176,16.1284,0.0014,1.4366,2
1045,"frozenset({'912467', '903136'})",frozenset({'903133'}),0.0052,0.0189,0.0015,0.2813,14.8627,0.0014,1.3651,2
1046,"frozenset({'903133', '903136'})",frozenset({'912467'}),0.0037,0.024,0.0015,0.3976,16.5783,0.0014,1.6203,2
1047,frozenset({'912467'}),"frozenset({'903133', '903136'})",0.024,0.0037,0.0015,0.0607,16.5783,0.0014,1.0607,1
1048,frozenset({'903133'}),"frozenset({'912467', '903136'})",0.0189,0.0052,0.0015,0.0769,14.8627,0.0014,1.0777,1
1049,frozenset({'903136'}),"frozenset({'912467', '903133'})",0.0197,0.0046,0.0015,0.0739,16.1284,0.0014,1.0748,1
1050,frozenset({'903151'}),frozenset({'903152'}),0.008,0.0074,0.0014,0.1748,23.6498,0.0013,1.2028,1
1051,frozenset({'903152'}),frozenset({'903151'}),0.0074,0.008,0.0014,0.1891,23.6498,0.0013,1.2233,1
1052,frozenset({'900510'}),frozenset({'902529'}),0.0432,0.0173,0.001,0.0233,1.3471,0.0003,1.0062,1
1053,frozenset({'902529'}),frozenset({'900510'}),0.0173,0.0432,0.001,0.0582,1.3471,0.0003,1.0159,1
1054,frozenset({'902405'}),frozenset({'902529'}),0.0611,0.0173,0.0024,0.0394,2.2746,0.0013,1.023,1
1055,frozenset({'902529'}),frozenset({'902405'}),0.0173,0.0611,0.0024,0.1389,2.2746,0.0013,1.0904,1
1056,frozenset({'902449'}),frozenset({'902529'}),0.0405,0.0173,0.0019,0.048,2.7726,0.0012,1.0322,1
1057,frozenset({'902529'}),frozenset({'902449'}),0.0173,0.0405,0.0019,0.1123,2.7726,0.0012,1.0809,1
1058,frozenset({'902529'}),frozenset({'902450'}),0.0173,0.0455,0.0022,0.1265,2.7805,0.0014,1.0927,1
1059,frozenset({'902450'}),frozenset({'902529'}),0.0455,0.0173,0.0022,0.0481,2.7805,0.0014,1.0324,1
1060,frozenset({'902529'}),frozenset({'902442'}),0.0173,0.0281,0.001,0.0582,2.071,0.0005,1.032,1
1061,frozenset({'902442'}),frozenset({'902529'}),0.0281,0.0173,0.001,0.0359,2.071,0.0005,1.0192,1
1062,frozenset({'902453'}),frozenset({'902529'}),0.025,0.0173,0.0012,0.0485,2.7993,0.0008,1.0327,1
1063,frozenset({'902529'}),frozenset({'902453'}),0.0173,0.025,0.0012,0.0699,2.7993,0.0008,1.0483,1
1064,"frozenset({'902449', '902529'})",frozenset({'902450'}),0.0019,0.0455,0.001,0.5259,11.5642,0.0009,2.0134,2
1065,"frozenset({'902449', '902450'})",frozenset({'902529'}),0.0192,0.0173,0.001,0.0533,3.0806,0.0007,1.0381,2
1066,"frozenset({'902529', '902450'})",frozenset({'902449'}),0.0022,0.0405,0.001,0.4671,11.531,0.0009,1.8005,2
1067,frozenset({'902449'}),"frozenset({'902529', '902450'})",0.0405,0.0022,0.001,0.0252,11.531,0.0009,1.0237,1
1068,frozenset({'902529'}),"frozenset({'902449', '902450'})",0.0173,0.0192,0.001,0.0591,3.0806,0.0007,1.0424,1
1069,frozenset({'902450'}),"frozenset({'902449', '902529'})",0.0455,0.0019,0.001,0.0225,11.5642,0.0009,1.021,1
1070,frozenset({'902434'}),frozenset({'902436'}),0.0179,0.0134,0.0036,0.1986,14.8523,0.0033,1.2311,1
1071,frozenset({'902436'}),frozenset({'902434'}),0.0134,0.0179,0.0036,0.2662,14.8523,0.0033,1.3383,1
1072,frozenset({'902435'}),frozenset({'902436'}),0.0158,0.0134,0.006,0.3774,28.23,0.0058,1.5847,1
1073,frozenset({'902436'}),frozenset({'902435'}),0.0134,0.0158,0.006,0.4461,28.23,0.0058,1.7769,1
1074,frozenset({'902437'}),frozenset({'902436'}),0.0159,0.0134,0.0031,0.192,14.3643,0.0028,1.2211,1
1075,frozenset({'902436'}),frozenset({'902437'}),0.0134,0.0159,0.0031,0.2284,14.3643,0.0028,1.2755,1
1076,frozenset({'902442'}),frozenset({'902436'}),0.0281,0.0134,0.0029,0.1025,7.6642,0.0025,1.0993,1
1077,frozenset({'902436'}),frozenset({'902442'}),0.0134,0.0281,0.0029,0.2155,7.6642,0.0025,1.2389,1
1078,frozenset({'902405'}),frozenset({'902436'}),0.0611,0.0134,0.0023,0.0382,2.858,0.0015,1.0258,1
1079,frozenset({'902436'}),frozenset({'902405'}),0.0134,0.0611,0.0023,0.1746,2.858,0.0015,1.1375,1
1080,frozenset({'902459'}),frozenset({'902436'}),0.0203,0.0134,0.0021,0.1042,7.7931,0.0018,1.1014,1
1081,frozenset({'902436'}),frozenset({'902459'}),0.0134,0.0203,0.0021,0.1584,7.7931,0.0018,1.1641,1
1082,frozenset({'902451'}),frozenset({'902436'}),0.0168,0.0134,0.0017,0.1009,7.5507,0.0015,1.0974,1
1083,frozenset({'902436'}),frozenset({'902451'}),0.0134,0.0168,0.0017,0.1272,7.5507,0.0015,1.1264,1
1084,frozenset({'902450'}),frozenset({'902436'}),0.0455,0.0134,0.0039,0.0865,6.4685,0.0033,1.08,1
1085,frozenset({'902436'}),frozenset({'902450'}),0.0134,0.0455,0.0039,0.2942,6.4685,0.0033,1.3524,1
1086,frozenset({'902449'}),frozenset({'902436'}),0.0405,0.0134,0.0035,0.0861,6.4375,0.0029,1.0795,1
1087,frozenset({'902436'}),frozenset({'902449'}),0.0134,0.0405,0.0035,0.2608,6.4375,0.0029,1.298,1
1088,frozenset({'902456'}),frozenset({'902436'}),0.018,0.0134,0.0024,0.131,9.7985,0.0021,1.1354,1
1089,frozenset({'902436'}),frozenset({'902456'}),0.0134,0.018,0.0024,0.1767,9.7985,0.0021,1.1928,1
1090,frozenset({'902454'}),frozenset({'902436'}),0.0168,0.0134,0.0023,0.1402,10.484,0.0021,1.1475,1
1091,frozenset({'902436'}),frozenset({'902454'}),0.0134,0.0168,0.0023,0.1756,10.484,0.0021,1.1927,1
1092,frozenset({'902453'}),frozenset({'902436'}),0.025,0.0134,0.0021,0.086,6.4314,0.0018,1.0794,1
1093,frozenset({'902436'}),frozenset({'902453'}),0.0134,0.025,0.0021,0.1606,6.4314,0.0018,1.1615,1
1094,frozenset({'902457'}),frozenset({'902436'}),0.0143,0.0134,0.0017,0.1207,9.0305,0.0015,1.1221,1
1095,frozenset({'902436'}),frozenset({'902457'}),0.0134,0.0143,0.0017,0.1293,9.0305,0.0015,1.1321,1
1096,"frozenset({'902434', '902435'})",frozenset({'902436'}),0.0047,0.0134,0.002,0.4343,32.4832,0.002,1.7439,2
1097,"frozenset({'902434', '902436'})",frozenset({'902435'}),0.0036,0.0158,0.002,0.5749,36.379,0.002,2.3152,2
1098,"frozenset({'902435', '902436'})",frozenset({'902434'}),0.006,0.0179,0.002,0.343,19.1396,0.0019,1.4948,2
1099,frozenset({'902434'}),"frozenset({'902435', '902436'})",0.0179,0.006,0.002,0.1141,19.1396,0.0019,1.1221,1
1100,frozenset({'902435'}),"frozenset({'902434', '902436'})",0.0158,0.0036,0.002,0.1294,36.379,0.002,1.1446,1
1101,frozenset({'902436'}),"frozenset({'902434', '902435'})",0.0134,0.0047,0.002,0.153,32.4832,0.002,1.1751,1
1102,"frozenset({'902434', '902450'})",frozenset({'902436'}),0.0053,0.0134,0.0015,0.2853,21.3432,0.0014,1.3805,2
1103,"frozenset({'902434', '902436'})",frozenset({'902450'}),0.0036,0.0455,0.0015,0.4251,9.3472,0.0014,1.6603,2
1104,"frozenset({'902450', '902436'})",frozenset({'902434'}),0.0039,0.0179,0.0015,0.3846,21.4621,0.0014,1.5959,2
1105,frozenset({'902434'}),"frozenset({'902450', '902436'})",0.0179,0.0039,0.0015,0.0844,21.4621,0.0014,1.0879,1
1106,frozenset({'902450'}),"frozenset({'902434', '902436'})",0.0455,0.0036,0.0015,0.0333,9.3472,0.0014,1.0307,1
1107,frozenset({'902436'}),"frozenset({'902434', '902450'})",0.0134,0.0053,0.0015,0.1131,21.3432,0.0014,1.1216,1
1108,"frozenset({'902437', '902435'})",frozenset({'902436'}),0.0038,0.0134,0.0016,0.4248,31.7771,0.0016,1.7153,2
1109,"frozenset({'902437', '902436'})",frozenset({'902435'}),0.0031,0.0158,0.0016,0.533,33.7289,0.0016,2.1076,2
1110,"frozenset({'902435', '902436'})",frozenset({'902437'}),0.006,0.0159,0.0016,0.2729,17.1623,0.0015,1.3535,2
1111,frozenset({'902437'}),"frozenset({'902435', '902436'})",0.0159,0.006,0.0016,0.1024,17.1623,0.0015,1.1074,1
1112,frozenset({'902435'}),"frozenset({'902437', '902436'})",0.0158,0.0031,0.0016,0.103,33.7289,0.0016,1.1114,1
1113,frozenset({'902436'}),"frozenset({'902437', '902435'})",0.0134,0.0038,0.0016,0.1218,31.7771,0.0016,1.1343,1
1114,"frozenset({'902437', '902450'})",frozenset({'902436'}),0.004,0.0134,0.0011,0.2681,20.0558,0.001,1.3481,2
1115,"frozenset({'902437', '902436'})",frozenset({'902450'}),0.0031,0.0455,0.0011,0.3491,7.6752,0.0009,1.4664,2
1116,"frozenset({'902450', '902436'})",frozenset({'902437'}),0.0039,0.0159,0.0011,0.2711,17.0438,0.001,1.35,2
1117,frozenset({'902437'}),"frozenset({'902450', '902436'})",0.0159,0.0039,0.0011,0.067,17.0438,0.001,1.0676,1
1118,frozenset({'902450'}),"frozenset({'902437', '902436'})",0.0455,0.0031,0.0011,0.0234,7.6752,0.0009,1.0209,1
1119,frozenset({'902436'}),"frozenset({'902437', '902450'})",0.0134,0.004,0.0011,0.0797,20.0558,0.001,1.0823,1
1120,"frozenset({'902434', '902437'})",frozenset({'902436'}),0.0036,0.0134,0.001,0.2915,21.8049,0.001,1.3926,2
1121,"frozenset({'902434', '902436'})",frozenset({'902437'}),0.0036,0.0159,0.001,0.2915,18.3287,0.001,1.389,2
1122,"frozenset({'902437', '902436'})",frozenset({'902434'}),0.0031,0.0179,0.001,0.3396,18.9514,0.001,1.4871,2
1123,frozenset({'902434'}),"frozenset({'902437', '902436'})",0.0179,0.0031,0.001,0.0579,18.9514,0.001,1.0582,1
1124,frozenset({'902437'}),"frozenset({'902434', '902436'})",0.0159,0.0036,0.001,0.0652,18.3287,0.001,1.066,1
1125,frozenset({'902436'}),"frozenset({'902434', '902437'})",0.0134,0.0036,0.001,0.0776,21.8049,0.001,1.0803,1
1126,"frozenset({'902435', '902442'})",frozenset({'902436'}),0.0034,0.0134,0.0015,0.4435,33.1761,0.0015,1.773,2
1127,"frozenset({'902435', '902436'})",frozenset({'902442'}),0.006,0.0281,0.0015,0.256,9.1052,0.0014,1.3064,2
